age_range,date,positive_cases,deaths,Dosis1,Dosis2,Dosis3
50-59,2021-06-22,594.0,51.0,10893,856,0
50-59,2021-06-22,594.0,51.0,10594,3329,0
50-59,2021-06-23,475.0,45.0,8651,886,0
50-59,2021-06-23,475.0,45.0,8489,4015,0
50-59,2021-06-24,463.0,39.0,7406,531,0
50-59,2021-06-24,463.0,39.0,9225,4318,0
50-59,2021-06-25,522.0,51.0,7264,861,0
50-59,2021-06-25,522.0,51.0,52518,4612,0
50-59,2021-06-26,466.0,46.0,5363,415,0
50-59,2021-06-26,466.0,46.0,46932,910,0
50-59,2021-06-27,188.0,40.0,507,115,0
50-59,2021-06-27,188.0,40.0,40141,333,1
50-59,2021-06-28,643.0,33.0,1482,294,0
50-59,2021-06-28,643.0,33.0,23350,992,0
50-59,2021-06-29,205.0,31.0,642,378,0
50-59,2021-06-29,205.0,31.0,19866,1790,1
50-59,2021-06-30,479.0,54.0,28740,510,0
50-59,2021-06-30,479.0,54.0,37404,7972,0
50-59,2021-07-01,499.0,42.0,53176,569,1
50-59,2021-07-01,499.0,42.0,27238,6738,0
50-59,2021-07-02,519.0,40.0,32460,2659,0
50-59,2021-07-02,519.0,40.0,60608,7753,1
50-59,2021-07-03,404.0,49.0,53220,2644,1
50-59,2021-07-03,404.0,49.0,52213,11007,0
50-59,2021-07-04,109.0,39.0,59033,186,0
50-59,2021-07-04,109.0,39.0,34077,9233,0
50-59,2021-07-05,560.0,42.0,114753,2769,0
50-59,2021-07-05,560.0,42.0,18901,4749,0
50-59,2021-07-06,466.0,34.0,104895,2830,0
50-59,2021-07-06,466.0,34.0,18543,4887,0
50-59,2021-07-07,462.0,41.0,53490,952,0
50-59,2021-07-07,462.0,41.0,23571,4862,0
50-59,2021-07-08,418.0,42.0,20251,930,0
50-59,2021-07-08,418.0,42.0,60902,5321,0
50-59,2021-07-09,356.0,43.0,19136,697,0
50-59,2021-07-09,356.0,43.0,66927,3504,0
50-59,2021-07-10,333.0,44.0,40685,1101,1
50-59,2021-07-10,333.0,44.0,43239,2626,1
50-59,2021-07-11,129.0,29.0,50199,367,1
50-59,2021-07-11,129.0,29.0,13557,1140,0
50-59,2021-07-12,403.0,27.0,32245,947,0
50-59,2021-07-12,403.0,27.0,10862,2335,0
50-59,2021-07-13,361.0,39.0,23856,2115,0
50-59,2021-07-13,361.0,39.0,14935,2798,0
50-59,2021-07-14,320.0,26.0,31109,1926,0
50-59,2021-07-14,320.0,26.0,37467,3063,0
50-59,2021-07-15,315.0,32.0,55428,13520,0
50-59,2021-07-15,315.0,32.0,33746,15844,0
50-59,2021-07-16,316.0,35.0,56514,12238,1
50-59,2021-07-16,316.0,35.0,21021,47582,0
50-59,2021-07-17,243.0,26.0,45351,10335,1
50-59,2021-07-17,243.0,26.0,18147,48731,0
50-59,2021-07-18,84.0,14.0,17782,471,0
50-59,2021-07-18,84.0,14.0,9237,38164,0
50-59,2021-07-19,289.0,30.0,9013,1172,0
50-59,2021-07-19,289.0,30.0,5337,22993,1
50-59,2021-07-20,276.0,27.0,8589,811,0
50-59,2021-07-20,276.0,27.0,5980,18088,0
50-59,2021-07-21,287.0,16.0,10161,21425,0
50-59,2021-07-21,287.0,16.0,7737,35785,0
50-59,2021-07-22,238.0,24.0,16639,42310,0
50-59,2021-07-22,238.0,24.0,12386,24503,0
50-59,2021-07-23,205.0,23.0,29362,26487,0
50-59,2021-07-23,205.0,23.0,15091,49462,0
50-59,2021-07-24,206.0,23.0,21669,44580,0
50-59,2021-07-24,206.0,23.0,9985,48017,0
50-59,2021-07-25,50.0,19.0,10244,54762,2
50-59,2021-07-25,50.0,19.0,6254,36667,1
50-59,2021-07-26,229.0,23.0,12374,5359,0
50-59,2021-07-26,229.0,23.0,6414,8021,0
50-59,2021-07-27,188.0,21.0,7643,143733,3
50-59,2021-07-27,188.0,21.0,4513,28547,1
50-59,2021-07-28,89.0,16.0,2042,61730,1
50-59,2021-07-28,89.0,16.0,1407,12733,1
50-59,2021-07-29,102.0,15.0,2924,21239,1
50-59,2021-07-29,102.0,15.0,2170,15259,1
50-59,2021-07-30,193.0,12.0,7043,29051,1
50-59,2021-07-30,193.0,12.0,3744,56451,0
50-59,2021-07-31,177.0,12.0,10348,41467,2
50-59,2021-07-31,177.0,12.0,4605,51127,0
50-59,2021-08-01,51.0,14.0,5020,41548,1
50-59,2021-08-01,51.0,14.0,2577,22455,0
50-59,2021-08-02,155.0,14.0,5580,39195,0
50-59,2021-08-02,155.0,14.0,2858,22847,0
50-59,2021-08-03,130.0,14.0,6225,28918,0
50-59,2021-08-03,130.0,14.0,4588,20945,0
50-59,2021-08-04,129.0,16.0,7845,29169,1
50-59,2021-08-04,129.0,16.0,5232,36990,0
50-59,2021-08-05,121.0,15.0,7028,41131,0
50-59,2021-08-05,121.0,15.0,4554,31972,0
50-59,2021-08-06,135.0,14.0,9613,49946,0
50-59,2021-08-06,135.0,14.0,6424,22955,0
50-59,2021-08-07,103.0,7.0,14240,45461,0
50-59,2021-08-07,103.0,7.0,7865,21649,1
50-59,2021-08-08,48.0,14.0,10077,22588,0
50-59,2021-08-08,48.0,14.0,6201,11862,0
50-59,2021-08-09,123.0,13.0,4544,10065,0
50-59,2021-08-09,123.0,13.0,2962,6975,0
50-59,2021-08-10,149.0,10.0,6323,12374,0
50-59,2021-08-10,149.0,10.0,3934,9643,1
50-59,2021-08-11,141.0,14.0,4670,16663,0
50-59,2021-08-11,141.0,14.0,3395,12460,0
50-59,2021-08-12,107.0,13.0,3580,13468,0
50-59,2021-08-12,107.0,13.0,2379,10945,0
50-59,2021-08-13,92.0,7.0,3079,13265,0
50-59,2021-08-13,92.0,7.0,2169,9716,1
50-59,2021-08-14,95.0,9.0,4320,12042,0
50-59,2021-08-14,95.0,9.0,2565,7525,0
50-59,2021-08-15,34.0,9.0,2571,7812,0
50-59,2021-08-15,34.0,9.0,1562,4694,0
50-59,2021-08-16,126.0,11.0,2789,6941,1
50-59,2021-08-16,126.0,11.0,2007,5203,0
50-59,2021-08-17,107.0,11.0,2698,7370,0
50-59,2021-08-17,107.0,11.0,1865,4782,0
50-59,2021-08-18,100.0,15.0,2475,6591,0
50-59,2021-08-18,100.0,15.0,1880,3820,1
50-59,2021-08-19,94.0,10.0,3154,9245,0
50-59,2021-08-19,94.0,10.0,2119,4904,0
50-59,2021-08-20,98.0,11.0,4817,18754,0
50-59,2021-08-20,98.0,11.0,3084,9889,0
50-59,2021-08-21,58.0,9.0,10565,30241,1
50-59,2021-08-21,58.0,9.0,7205,14675,0
50-59,2021-08-22,30.0,7.0,8464,11841,0
50-59,2021-08-22,30.0,7.0,5783,7026,1
50-59,2021-08-23,102.0,7.0,2726,5847,0
50-59,2021-08-23,102.0,7.0,2008,3351,0
50-59,2021-08-24,118.0,6.0,3122,5010,0
50-59,2021-08-24,118.0,6.0,2284,3354,0
50-59,2021-08-25,106.0,12.0,2985,5468,2
50-59,2021-08-25,106.0,12.0,2036,3252,0
50-59,2021-08-26,102.0,6.0,2649,5436,0
50-59,2021-08-26,102.0,6.0,2008,3315,0
50-59,2021-08-27,95.0,4.0,3924,20635,1
50-59,2021-08-27,95.0,4.0,2759,9038,1
50-59,2021-08-28,84.0,8.0,12813,20577,0
50-59,2021-08-28,84.0,8.0,8113,11424,3
50-59,2021-08-29,33.0,10.0,8254,12240,2
50-59,2021-08-29,33.0,10.0,5239,7049,0
50-59,2021-08-30,55.0,6.0,595,1101,0
50-59,2021-08-30,55.0,6.0,425,829,0
50-59,2021-08-31,104.0,3.0,1888,4190,1
50-59,2021-08-31,104.0,3.0,1272,2937,0
50-59,2021-09-01,86.0,4.0,1869,5107,0
50-59,2021-09-01,86.0,4.0,1316,3326,0
50-59,2021-09-02,78.0,8.0,5520,6130,0
50-59,2021-09-02,78.0,8.0,3265,3624,0
50-59,2021-09-03,95.0,4.0,8937,6190,0
50-59,2021-09-03,95.0,4.0,5785,3998,0
50-59,2021-09-04,97.0,11.0,9851,8284,0
50-59,2021-09-04,97.0,11.0,6613,5594,0
50-59,2021-09-05,34.0,8.0,4807,3993,0
50-59,2021-09-05,34.0,8.0,3425,2898,0
50-59,2021-09-06,110.0,3.0,2841,3052,1
50-59,2021-09-06,110.0,3.0,2072,2215,0
50-59,2021-09-07,78.0,16.0,4834,3494,0
50-59,2021-09-07,78.0,16.0,3393,2377,0
50-59,2021-09-08,81.0,5.0,8403,5146,0
50-59,2021-09-08,81.0,5.0,5531,2918,0
50-59,2021-09-09,79.0,4.0,8090,4452,0
50-59,2021-09-09,79.0,4.0,5651,2947,0
50-59,2021-09-10,80.0,6.0,7939,5501,0
50-59,2021-09-10,80.0,6.0,5446,3546,0
50-59,2021-09-11,61.0,5.0,8519,8818,1
50-59,2021-09-11,61.0,5.0,6241,6179,3
50-59,2021-09-12,27.0,6.0,6950,7885,0
50-59,2021-09-12,27.0,6.0,5159,5461,0
50-59,2021-09-13,77.0,5.0,2896,2955,0
50-59,2021-09-13,77.0,5.0,2216,2240,0
50-59,2021-09-14,103.0,8.0,2842,3120,0
50-59,2021-09-14,103.0,8.0,2040,2263,0
50-59,2021-09-15,132.0,7.0,2969,3309,0
50-59,2021-09-15,132.0,7.0,2233,2277,0
50-59,2021-09-16,70.0,7.0,4219,3761,0
50-59,2021-09-16,70.0,7.0,2998,2695,0
50-59,2021-09-17,77.0,3.0,4595,3961,0
50-59,2021-09-17,77.0,3.0,3550,2921,0
50-59,2021-09-18,58.0,1.0,5433,8412,0
50-59,2021-09-18,58.0,1.0,4152,5587,0
50-59,2021-09-19,25.0,5.0,3088,4607,1
50-59,2021-09-19,25.0,5.0,2350,3129,0
50-59,2021-09-20,82.0,9.0,2204,2604,1
50-59,2021-09-20,82.0,9.0,1542,1836,1
50-59,2021-09-21,83.0,5.0,1929,4715,2
50-59,2021-09-21,83.0,5.0,1468,3444,1
50-59,2021-09-22,89.0,2.0,2023,2939,0
50-59,2021-09-22,89.0,2.0,1499,2035,0
50-59,2021-09-23,63.0,5.0,1938,2867,0
50-59,2021-09-23,63.0,5.0,1603,2081,0
50-59,2021-09-24,75.0,4.0,2150,4437,0
50-59,2021-09-24,75.0,4.0,1702,3053,0
50-59,2021-09-25,86.0,5.0,3218,13788,2
50-59,2021-09-25,86.0,5.0,2504,8700,0
50-59,2021-09-26,30.0,3.0,2351,6682,0
50-59,2021-09-26,30.0,3.0,1811,4551,1
50-59,2021-09-27,112.0,7.0,1939,4408,0
50-59,2021-09-27,112.0,7.0,1499,2942,0
50-59,2021-09-28,103.0,4.0,1901,4374,0
50-59,2021-09-28,103.0,4.0,1458,3085,0
50-59,2021-09-29,108.0,5.0,2029,6905,3
50-59,2021-09-29,108.0,5.0,1472,4677,1
50-59,2021-09-30,90.0,3.0,1881,6488,2
50-59,2021-09-30,90.0,3.0,1462,4425,0
50-59,2021-10-01,92.0,8.0,1620,5143,1
50-59,2021-10-01,92.0,8.0,1237,3565,3
50-59,2021-10-02,58.0,3.0,2803,8257,5
50-59,2021-10-02,58.0,3.0,2093,5889,2
50-59,2021-10-03,35.0,2.0,2397,6897,1
50-59,2021-10-03,35.0,2.0,1791,4940,1
50-59,2021-10-04,87.0,6.0,1601,3930,1
50-59,2021-10-04,87.0,6.0,1231,2916,1
50-59,2021-10-05,99.0,4.0,1459,3196,2
50-59,2021-10-05,99.0,4.0,1179,2317,0
50-59,2021-10-06,91.0,5.0,1813,3606,0
50-59,2021-10-06,91.0,5.0,1407,2471,1
50-59,2021-10-07,89.0,2.0,1691,3889,0
50-59,2021-10-07,89.0,2.0,1278,2769,0
50-59,2021-10-08,55.0,4.0,1154,2864,1
50-59,2021-10-08,55.0,4.0,853,2089,7
50-59,2021-10-09,89.0,4.0,2205,5503,1
50-59,2021-10-09,89.0,4.0,1680,4099,0
50-59,2021-10-10,27.0,6.0,1406,3203,2
50-59,2021-10-10,27.0,6.0,1010,2419,2
50-59,2021-10-11,103.0,2.0,1703,2413,1
50-59,2021-10-11,103.0,2.0,1275,1745,0
50-59,2021-10-12,115.0,2.0,1988,2281,10
50-59,2021-10-12,115.0,2.0,1622,1671,7
50-59,2021-10-13,103.0,1.0,2223,2397,2
50-59,2021-10-13,103.0,1.0,1654,1870,1
50-59,2021-10-14,90.0,3.0,1676,2836,3
50-59,2021-10-14,90.0,3.0,1280,2157,2
50-59,2021-10-15,98.0,2.0,2060,2842,2045
50-59,2021-10-15,98.0,2.0,1514,2154,1766
50-59,2021-10-16,76.0,3.0,2904,3286,2781
50-59,2021-10-16,76.0,3.0,2131,2486,2107
50-59,2021-10-17,42.0,2.0,1881,2626,1106
50-59,2021-10-17,42.0,2.0,1407,1910,937
50-59,2021-10-18,118.0,1.0,1314,2003,2716
50-59,2021-10-18,118.0,1.0,1041,1511,2237
50-59,2021-10-19,126.0,1.0,1329,2035,2566
50-59,2021-10-19,126.0,1.0,897,1541,2108
50-59,2021-10-20,96.0,3.0,1331,2031,2638
50-59,2021-10-20,96.0,3.0,1061,1571,2208
50-59,2021-10-21,100.0,3.0,1381,2023,1630
50-59,2021-10-21,100.0,3.0,1144,1523,1417
50-59,2021-10-22,84.0,3.0,1397,1995,1563
50-59,2021-10-22,84.0,3.0,1048,1596,1402
50-59,2021-10-23,71.0,6.0,1786,2792,815
50-59,2021-10-23,71.0,6.0,1371,2119,715
50-59,2021-10-24,38.0,4.0,1231,2260,274
50-59,2021-10-24,38.0,4.0,910,1723,183
50-59,2021-10-25,134.0,8.0,963,1598,660
50-59,2021-10-25,134.0,8.0,713,1310,592
50-59,2021-10-26,107.0,10.0,944,1573,606
50-59,2021-10-26,107.0,10.0,734,1237,537
50-59,2021-10-27,122.0,3.0,958,1687,561
50-59,2021-10-27,122.0,3.0,758,1322,513
50-59,2021-10-28,111.0,4.0,1174,1924,913
50-59,2021-10-28,111.0,4.0,918,1324,760
50-59,2021-10-29,112.0,7.0,1249,1617,1056
50-59,2021-10-29,112.0,7.0,919,1211,905
50-59,2021-10-30,97.0,5.0,1243,2023,526
50-59,2021-10-30,97.0,5.0,940,1552,496
50-59,2021-10-31,42.0,4.0,844,1541,125
50-59,2021-10-31,42.0,4.0,577,1145,126
50-59,2021-11-01,71.0,2.0,506,498,88
50-59,2021-11-01,71.0,2.0,373,402,63
50-59,2021-11-02,132.0,2.0,638,784,308
50-59,2021-11-02,132.0,2.0,451,586,283
50-59,2021-11-03,147.0,1.0,791,1239,642
50-59,2021-11-03,147.0,1.0,581,869,628
50-59,2021-11-04,132.0,1.0,991,1811,637
50-59,2021-11-04,132.0,1.0,674,1296,590
50-59,2021-11-05,144.0,6.0,1181,1522,650
50-59,2021-11-05,144.0,6.0,818,1176,540
50-59,2021-11-06,128.0,4.0,1821,2724,499
50-59,2021-11-06,128.0,4.0,1324,2015,437
50-59,2021-11-07,54.0,2.0,1573,2365,303
50-59,2021-11-07,54.0,2.0,1103,1693,244
50-59,2021-11-08,153.0,1.0,1122,1782,383
50-59,2021-11-08,153.0,1.0,870,1390,375
50-59,2021-11-09,155.0,3.0,1185,1382,618
50-59,2021-11-09,155.0,3.0,900,1047,548
50-59,2021-11-10,147.0,3.0,1319,1305,1152
50-59,2021-11-10,147.0,3.0,960,1088,878
50-59,2021-11-11,147.0,5.0,1190,1501,1449
50-59,2021-11-11,147.0,5.0,904,1158,1153
50-59,2021-11-12,147.0,3.0,1193,1507,881
50-59,2021-11-12,147.0,3.0,889,1170,724
50-59,2021-11-13,145.0,3.0,1611,2075,654
50-59,2021-11-13,145.0,3.0,1214,1454,463
50-59,2021-11-14,120.0,5.0,1514,1765,385
50-59,2021-11-14,120.0,5.0,1137,1340,293
50-59,2021-11-15,227.0,6.0,1781,1522,302
50-59,2021-11-15,227.0,6.0,1389,1135,222
50-59,2021-11-16,173.0,3.0,2559,1729,405
50-59,2021-11-16,173.0,3.0,1866,1199,339
50-59,2021-11-17,176.0,8.0,2620,1756,328
50-59,2021-11-17,176.0,8.0,1973,1224,299
50-59,2021-11-18,202.0,8.0,2744,1828,370
50-59,2021-11-18,202.0,8.0,2068,1329,301
50-59,2021-11-19,211.0,4.0,3005,1850,359
50-59,2021-11-19,211.0,4.0,2170,1367,314
50-59,2021-11-20,184.0,4.0,3480,2136,168
50-59,2021-11-20,184.0,4.0,2457,1626,138
50-59,2021-11-21,97.0,2.0,2820,1767,114
50-59,2021-11-21,97.0,2.0,2004,1241,93
50-59,2021-11-22,208.0,5.0,2213,1327,227
50-59,2021-11-22,208.0,5.0,1731,928,182
50-59,2021-11-23,184.0,6.0,2243,1503,239
50-59,2021-11-23,184.0,6.0,1659,1089,192
50-59,2021-11-24,153.0,6.0,2036,1329,242
50-59,2021-11-24,153.0,6.0,1558,932,205
50-59,2021-11-25,182.0,6.0,1991,1484,241
50-59,2021-11-25,182.0,6.0,1432,1134,228
50-59,2021-11-26,200.0,1.0,1957,1355,1229
50-59,2021-11-26,200.0,1.0,1471,962,1671
50-59,2021-11-27,145.0,4.0,2208,1802,1718
50-59,2021-11-27,145.0,4.0,1592,1282,2550
50-59,2021-11-28,101.0,3.0,2004,1698,1411
50-59,2021-11-28,101.0,3.0,1439,1180,1871
50-59,2021-11-29,170.0,6.0,1575,1095,1932
50-59,2021-11-29,170.0,6.0,1190,876,2671
50-59,2021-11-30,176.0,2.0,1445,1118,2056
50-59,2021-11-30,176.0,2.0,1091,773,2806
50-59,2021-12-01,195.0,7.0,1512,1064,1893
50-59,2021-12-01,195.0,7.0,1152,750,2964
50-59,2021-12-02,194.0,3.0,1908,1292,2026
50-59,2021-12-02,194.0,3.0,1385,889,3000
50-59,2021-12-03,156.0,4.0,2047,1394,1838
50-59,2021-12-03,156.0,4.0,1534,1086,2878
50-59,2021-12-04,176.0,6.0,2270,1896,1780
50-59,2021-12-04,176.0,6.0,1724,1390,2755
50-59,2021-12-05,83.0,5.0,1776,1637,1038
50-59,2021-12-05,83.0,5.0,1365,1104,1562
50-59,2021-12-06,210.0,4.0,1783,1449,1489
50-59,2021-12-06,210.0,4.0,1404,1040,2386
50-59,2021-12-07,212.0,10.0,1787,1818,1608
50-59,2021-12-07,212.0,10.0,1449,1368,2630
50-59,2021-12-08,117.0,6.0,1346,1405,879
50-59,2021-12-08,117.0,6.0,1037,1014,1777
50-59,2021-12-09,185.0,5.0,2232,2373,1529
50-59,2021-12-09,185.0,5.0,1716,1746,2537
50-59,2021-12-10,180.0,6.0,3936,3315,1392
50-59,2021-12-10,180.0,6.0,2958,2360,2544
50-59,2021-12-11,145.0,4.0,4752,4000,1220
50-59,2021-12-11,145.0,4.0,3608,2836,2403
50-59,2021-12-12,105.0,2.0,3637,3330,885
50-59,2021-12-12,105.0,2.0,2623,2355,1600
50-59,2021-12-13,198.0,7.0,4214,3210,1313
50-59,2021-12-13,198.0,7.0,3381,2344,2565
50-59,2021-12-14,210.0,8.0,4178,3373,1514
50-59,2021-12-14,210.0,8.0,3168,2454,2830
50-59,2021-12-15,191.0,4.0,3830,3257,1724
50-59,2021-12-15,191.0,4.0,3053,2369,3829
50-59,2021-12-16,214.0,4.0,3014,2852,1699
50-59,2021-12-16,214.0,4.0,2528,2177,5829
50-59,2021-12-17,180.0,4.0,3036,2905,1544
50-59,2021-12-17,180.0,4.0,2516,2143,7257
50-59,2021-12-18,185.0,3.0,2473,2629,1548
50-59,2021-12-18,185.0,3.0,2009,2080,8883
50-59,2021-12-19,98.0,0.0,1760,2221,1621
50-59,2021-12-19,98.0,0.0,1310,1619,8979
50-59,2021-12-20,219.0,5.0,2061,2325,18687
50-59,2021-12-20,219.0,5.0,1631,1781,24273
50-59,2021-12-21,208.0,4.0,1757,2265,43240
50-59,2021-12-21,208.0,4.0,1566,1771,45936
50-59,2021-12-22,190.0,3.0,1612,2061,38514
50-59,2021-12-22,190.0,3.0,1307,1634,38629
50-59,2021-12-23,253.0,2.0,1203,1871,24065
50-59,2021-12-23,253.0,2.0,1009,1447,23477
50-59,2021-12-24,218.0,3.0,511,849,7387
50-59,2021-12-24,218.0,3.0,446,689,6804
50-59,2021-12-25,108.0,8.0,130,190,4594
50-59,2021-12-25,108.0,8.0,101,174,3960
50-59,2021-12-26,128.0,5.0,646,1234,23147
50-59,2021-12-26,128.0,5.0,518,916,20192
50-59,2021-12-27,355.0,6.0,1202,2399,34693
50-59,2021-12-27,355.0,6.0,1008,1860,31836
50-59,2021-12-28,533.0,7.0,1395,2503,35023
50-59,2021-12-28,533.0,7.0,1059,1882,31092
50-59,2021-12-29,491.0,8.0,1250,2049,27030
50-59,2021-12-29,491.0,8.0,955,1613,24280
50-59,2021-12-30,597.0,6.0,1126,1973,18502
50-59,2021-12-30,597.0,6.0,916,1536,17113
50-59,2021-12-31,494.0,3.0,430,998,5065
50-59,2021-12-31,494.0,3.0,344,797,4682
50-59,2022-01-01,276.0,8.0,74,154,2288
50-59,2022-01-01,276.0,8.0,53,144,1892
50-59,2022-01-02,335.0,5.0,274,996,11879
50-59,2022-01-02,335.0,5.0,253,779,10101
50-59,2022-01-03,966.0,8.0,857,2554,22075
50-59,2022-01-03,966.0,8.0,662,2048,19538
50-59,2022-01-04,1235.0,7.0,950,2897,24579
50-59,2022-01-04,1235.0,7.0,729,2253,21912
50-59,2022-01-05,1401.0,6.0,1108,3006,28733
50-59,2022-01-05,1401.0,6.0,916,2404,25100
50-59,2022-01-06,1840.0,9.0,973,2850,28319
50-59,2022-01-06,1840.0,9.0,743,2227,24906
50-59,2022-01-07,1805.0,5.0,965,2701,26952
50-59,2022-01-07,1805.0,5.0,789,2164,23553
50-59,2022-01-08,2325.0,4.0,868,2462,29388
50-59,2022-01-08,2325.0,4.0,623,1916,23938
50-59,2022-01-09,1136.0,7.0,560,1596,16913
50-59,2022-01-09,1136.0,7.0,446,1291,13650
50-59,2022-01-10,3554.0,5.0,920,2451,20369
50-59,2022-01-10,3554.0,5.0,731,1943,17454
50-59,2022-01-11,3580.0,9.0,839,2021,19390
50-59,2022-01-11,3580.0,9.0,595,1702,16417
50-59,2022-01-12,4614.0,8.0,823,2049,17511
50-59,2022-01-12,4614.0,8.0,628,1667,14771
50-59,2022-01-13,5076.0,14.0,809,1961,22205
50-59,2022-01-13,5076.0,14.0,715,1586,18283
50-59,2022-01-14,5697.0,6.0,721,1699,19161
50-59,2022-01-14,5697.0,6.0,545,1347,16342
50-59,2022-01-15,5087.0,9.0,581,1178,19377
50-59,2022-01-15,5087.0,9.0,422,898,15649
50-59,2022-01-16,2099.0,7.0,347,898,11215
50-59,2022-01-16,2099.0,7.0,275,642,8992
50-59,2022-01-17,6652.0,12.0,652,1378,13114
50-59,2022-01-17,6652.0,12.0,490,1120,10818
50-59,2022-01-18,6173.0,15.0,460,1152,11516
50-59,2022-01-18,6173.0,15.0,404,904,9565
50-59,2022-01-19,6600.0,17.0,458,1121,10561
50-59,2022-01-19,6600.0,17.0,350,877,8541
50-59,2022-01-20,6179.0,17.0,394,987,8659
50-59,2022-01-20,6179.0,17.0,333,756,7134
50-59,2022-01-21,6235.0,16.0,299,719,7330
50-59,2022-01-21,6235.0,16.0,241,600,6024
50-59,2022-01-22,5387.0,14.0,83,160,3175
50-59,2022-01-22,5387.0,14.0,57,128,2516
60+,2020-09-09,1054.0,240.0,1,0,0
60+,2020-09-10,628.0,221.0,2,0,0
60+,2020-09-12,1073.0,198.0,3,0,0
60+,2020-09-14,1025.0,218.0,1,0,0
60+,2020-09-17,1053.0,180.0,1,0,0
60+,2020-09-29,622.0,136.0,1,0,0
60+,2020-09-30,470.0,123.0,2,1,0
60+,2020-10-01,442.0,152.0,1,2,0
60+,2020-10-03,411.0,135.0,0,2,0
60+,2020-10-05,381.0,124.0,5,1,0
60+,2020-10-06,456.0,140.0,3,0,0
60+,2020-10-07,444.0,123.0,1,0,0
60+,2020-10-08,500.0,106.0,1,0,0
60+,2020-10-08,500.0,106.0,3,0,0
60+,2020-10-09,626.0,113.0,1,0,0
60+,2020-10-10,467.0,108.0,1,0,0
60+,2020-10-12,456.0,107.0,1,0,0
60+,2020-10-13,735.0,102.0,3,0,0
60+,2020-10-14,459.0,101.0,1,0,0
60+,2020-10-15,490.0,92.0,1,0,0
60+,2020-10-20,640.0,102.0,1,1,0
60+,2020-10-21,520.0,104.0,1,0,0
60+,2020-10-21,520.0,104.0,0,2,0
60+,2020-10-22,464.0,79.0,1,0,0
60+,2020-10-24,362.0,80.0,3,0,0
60+,2020-10-25,136.0,68.0,1,0,0
60+,2020-10-26,364.0,93.0,1,0,0
60+,2020-10-26,364.0,93.0,0,5,0
60+,2020-10-27,468.0,88.0,1,2,0
60+,2020-10-28,352.0,95.0,1,0,0
60+,2020-10-28,352.0,95.0,0,3,0
60+,2020-10-29,450.0,77.0,0,1,0
60+,2020-10-29,450.0,77.0,0,2,0
60+,2020-10-30,466.0,99.0,1,2,0
60+,2020-10-31,400.0,76.0,0,1,0
60+,2020-11-02,315.0,83.0,0,1,0
60+,2020-11-03,398.0,77.0,2,2,0
60+,2020-11-04,392.0,100.0,1,2,0
60+,2020-11-05,333.0,75.0,3,1,0
60+,2020-11-09,328.0,92.0,1,0,0
60+,2020-11-10,364.0,80.0,0,1,0
60+,2020-11-11,336.0,76.0,0,1,0
60+,2020-11-12,315.0,71.0,0,1,0
60+,2020-11-14,214.0,80.0,0,3,0
60+,2020-11-15,165.0,56.0,0,1,0
60+,2020-11-16,300.0,81.0,0,1,0
60+,2020-11-16,300.0,81.0,2,0,0
60+,2020-11-17,334.0,83.0,1,1,0
60+,2020-11-18,251.0,71.0,0,1,0
60+,2020-11-20,286.0,80.0,2,1,0
60+,2020-11-21,245.0,88.0,2,0,0
60+,2020-11-24,297.0,92.0,0,2,0
60+,2020-11-25,340.0,68.0,0,1,0
60+,2020-11-26,295.0,81.0,0,3,0
60+,2020-11-30,317.0,95.0,3,1,0
60+,2020-12-02,268.0,80.0,1,0,0
60+,2020-12-03,303.0,59.0,1,0,0
60+,2020-12-04,226.0,83.0,1,0,0
60+,2020-12-05,215.0,74.0,1,0,0
60+,2020-12-05,215.0,74.0,1,0,0
60+,2020-12-07,273.0,92.0,1,2,0
60+,2020-12-09,358.0,78.0,1,0,0
60+,2020-12-09,358.0,78.0,1,1,0
60+,2020-12-10,299.0,85.0,1,0,0
60+,2020-12-11,353.0,96.0,2,1,0
60+,2020-12-15,327.0,80.0,1,0,0
60+,2020-12-16,382.0,95.0,0,2,0
60+,2020-12-18,352.0,92.0,1,0,0
60+,2020-12-19,261.0,98.0,2,0,0
60+,2020-12-21,349.0,91.0,0,3,0
60+,2020-12-23,300.0,94.0,1,1,0
60+,2020-12-26,278.0,113.0,0,1,0
60+,2020-12-26,278.0,113.0,0,2,0
60+,2020-12-28,340.0,110.0,0,1,0
60+,2020-12-28,340.0,110.0,0,1,0
60+,2020-12-29,383.0,101.0,1,0,0
60+,2020-12-30,558.0,135.0,1,1,0
60+,2021-01-02,335.0,139.0,0,2,0
60+,2021-01-04,263.0,154.0,0,1,0
60+,2021-01-05,494.0,135.0,1,0,0
60+,2021-01-07,631.0,162.0,1,1,0
60+,2021-01-08,757.0,181.0,0,1,0
60+,2021-01-09,526.0,176.0,0,1,0
60+,2021-01-10,405.0,199.0,0,1,0
60+,2021-01-11,544.0,192.0,1,0,0
60+,2021-01-12,877.0,178.0,2,0,0
60+,2021-01-14,737.0,203.0,0,1,0
60+,2021-01-14,737.0,203.0,1,0,0
60+,2021-01-15,918.0,254.0,1,0,0
60+,2021-01-16,790.0,247.0,1,0,0
60+,2021-01-19,986.0,302.0,1,1,0
60+,2021-01-19,986.0,302.0,1,0,0
60+,2021-01-21,1043.0,314.0,2,2,0
60+,2021-01-27,1013.0,358.0,1,0,0
60+,2021-01-28,1253.0,400.0,0,2,0
60+,2021-02-02,1607.0,396.0,0,1,0
