age_range,date,positive_cases,deaths,Dosis1,Dosis2,Dosis3
20-29,2021-07-25,106.0,4.0,971,241,0
20-29,2021-07-25,106.0,4.0,2738,405,0
20-29,2021-07-26,383.0,0.0,1537,431,0
20-29,2021-07-26,383.0,0.0,2734,628,0
20-29,2021-07-27,377.0,1.0,1397,972,0
20-29,2021-07-27,377.0,1.0,3209,1832,0
20-29,2021-07-28,183.0,2.0,398,307,0
20-29,2021-07-28,183.0,2.0,517,653,0
20-29,2021-07-29,180.0,6.0,344,251,0
20-29,2021-07-29,180.0,6.0,379,536,0
20-29,2021-07-30,397.0,3.0,1085,1184,0
20-29,2021-07-30,397.0,3.0,1243,2274,0
20-29,2021-07-31,316.0,3.0,1863,956,0
20-29,2021-07-31,316.0,3.0,3390,1956,0
20-29,2021-08-01,116.0,0.0,1301,337,0
20-29,2021-08-01,116.0,0.0,1809,500,0
20-29,2021-08-02,390.0,4.0,1220,1231,0
20-29,2021-08-02,390.0,4.0,1882,1242,0
20-29,2021-08-03,390.0,1.0,944,639,0
20-29,2021-08-03,390.0,1.0,1478,1049,0
20-29,2021-08-04,364.0,1.0,2169,722,0
20-29,2021-08-04,364.0,1.0,1642,1184,0
20-29,2021-08-05,446.0,3.0,2190,707,0
20-29,2021-08-05,446.0,3.0,1966,1147,0
20-29,2021-08-06,458.0,4.0,2263,779,0
20-29,2021-08-06,458.0,4.0,3894,1394,0
20-29,2021-08-07,278.0,1.0,4050,906,0
20-29,2021-08-07,278.0,1.0,6456,1603,0
20-29,2021-08-08,91.0,1.0,4305,410,0
20-29,2021-08-08,91.0,1.0,5112,674,0
20-29,2021-08-09,340.0,0.0,573,534,0
20-29,2021-08-09,340.0,0.0,677,689,0
20-29,2021-08-10,332.0,1.0,737,1692,0
20-29,2021-08-10,332.0,1.0,1047,1266,0
20-29,2021-08-11,405.0,1.0,824,1882,0
20-29,2021-08-11,405.0,1.0,1222,1613,0
20-29,2021-08-12,333.0,3.0,1627,2925,0
20-29,2021-08-12,333.0,3.0,1971,2398,0
20-29,2021-08-13,322.0,2.0,1328,2792,0
20-29,2021-08-13,322.0,2.0,1556,2808,0
20-29,2021-08-14,245.0,2.0,675,1336,0
20-29,2021-08-14,245.0,2.0,1125,2138,0
20-29,2021-08-15,125.0,0.0,402,621,0
20-29,2021-08-15,125.0,0.0,456,802,0
20-29,2021-08-16,389.0,5.0,420,1302,0
20-29,2021-08-16,389.0,5.0,644,1137,0
20-29,2021-08-17,356.0,2.0,657,1155,0
20-29,2021-08-17,356.0,2.0,854,1874,0
20-29,2021-08-18,308.0,1.0,581,810,1
20-29,2021-08-18,308.0,1.0,805,2786,0
20-29,2021-08-19,316.0,2.0,524,912,0
20-29,2021-08-19,316.0,2.0,723,2357,0
20-29,2021-08-20,303.0,1.0,1334,1538,0
20-29,2021-08-20,303.0,1.0,1593,2337,0
20-29,2021-08-21,209.0,2.0,4299,1286,0
20-29,2021-08-21,209.0,2.0,3450,1955,0
20-29,2021-08-22,108.0,2.0,3342,1073,0
20-29,2021-08-22,108.0,2.0,2441,1717,0
20-29,2021-08-23,330.0,0.0,856,810,0
20-29,2021-08-23,330.0,0.0,1013,1198,0
20-29,2021-08-24,346.0,2.0,1378,1004,0
20-29,2021-08-24,346.0,2.0,1199,1726,0
20-29,2021-08-25,316.0,1.0,975,672,0
20-29,2021-08-25,316.0,1.0,850,978,0
20-29,2021-08-26,302.0,1.0,722,535,0
20-29,2021-08-26,302.0,1.0,821,811,0
20-29,2021-08-27,340.0,1.0,873,1758,0
20-29,2021-08-27,340.0,1.0,884,3291,0
20-29,2021-08-28,248.0,2.0,1235,4058,0
20-29,2021-08-28,248.0,2.0,1470,6361,0
20-29,2021-08-29,83.0,2.0,897,4336,0
20-29,2021-08-29,83.0,2.0,1130,5181,0
20-29,2021-08-30,135.0,1.0,506,475,0
20-29,2021-08-30,135.0,1.0,556,498,0
20-29,2021-08-31,338.0,1.0,500,2487,0
20-29,2021-08-31,338.0,1.0,613,2313,0
20-29,2021-09-01,310.0,2.0,2031,1159,1
20-29,2021-09-01,310.0,2.0,1502,1501,0
20-29,2021-09-02,294.0,0.0,1250,1051,0
20-29,2021-09-02,294.0,0.0,1142,1582,0
20-29,2021-09-03,324.0,2.0,2130,1375,0
20-29,2021-09-03,324.0,2.0,4491,2036,0
20-29,2021-09-04,250.0,0.0,3345,1670,0
20-29,2021-09-04,250.0,0.0,6156,2276,0
20-29,2021-09-05,113.0,1.0,2724,884,0
20-29,2021-09-05,113.0,1.0,7902,1144,0
20-29,2021-09-06,298.0,0.0,2129,883,0
20-29,2021-09-06,298.0,0.0,5513,1095,0
20-29,2021-09-07,299.0,0.0,2859,674,0
20-29,2021-09-07,299.0,0.0,9736,1009,0
20-29,2021-09-08,310.0,0.0,8149,748,0
20-29,2021-09-08,310.0,0.0,30804,1116,1
20-29,2021-09-09,303.0,1.0,11768,842,0
20-29,2021-09-09,303.0,1.0,39830,1166,0
20-29,2021-09-10,337.0,2.0,14963,994,0
20-29,2021-09-10,337.0,2.0,74888,1545,0
20-29,2021-09-11,234.0,0.0,39292,1599,0
20-29,2021-09-11,234.0,0.0,133954,2355,1
20-29,2021-09-12,104.0,1.0,33177,1306,0
20-29,2021-09-12,104.0,1.0,112548,1815,0
20-29,2021-09-13,336.0,0.0,19506,1214,0
20-29,2021-09-13,336.0,0.0,82215,1209,1
20-29,2021-09-14,330.0,2.0,64010,2218,1
20-29,2021-09-14,330.0,2.0,91306,1433,1
20-29,2021-09-15,455.0,0.0,40695,1725,0
20-29,2021-09-15,455.0,0.0,74965,1137,0
20-29,2021-09-16,297.0,1.0,52319,1241,0
20-29,2021-09-16,297.0,1.0,103617,1233,0
20-29,2021-09-17,248.0,1.0,60899,999,0
20-29,2021-09-17,248.0,1.0,77881,1201,1
20-29,2021-09-18,219.0,0.0,69409,1531,0
20-29,2021-09-18,219.0,0.0,119011,1877,1
20-29,2021-09-19,97.0,3.0,34374,1059,0
20-29,2021-09-19,97.0,3.0,72932,1118,0
20-29,2021-09-20,300.0,1.0,11597,831,0
20-29,2021-09-20,300.0,1.0,30090,951,0
20-29,2021-09-21,278.0,0.0,42460,932,0
20-29,2021-09-21,278.0,0.0,31704,1068,0
20-29,2021-09-22,252.0,0.0,37047,859,0
20-29,2021-09-22,252.0,0.0,24886,955,0
20-29,2021-09-23,260.0,0.0,30184,1034,1
20-29,2021-09-23,260.0,0.0,25947,947,1
20-29,2021-09-24,270.0,1.0,28286,1267,0
20-29,2021-09-24,270.0,1.0,29285,2789,0
20-29,2021-09-25,195.0,2.0,51710,2345,0
20-29,2021-09-25,195.0,2.0,42289,4415,0
20-29,2021-09-26,104.0,0.0,40807,1586,0
20-29,2021-09-26,104.0,0.0,31561,5038,0
20-29,2021-09-27,371.0,3.0,37886,1664,1
20-29,2021-09-27,371.0,3.0,19506,3626,0
20-29,2021-09-28,340.0,1.0,51308,2090,0
20-29,2021-09-28,340.0,1.0,21798,6189,0
20-29,2021-09-29,320.0,3.0,44444,5225,2
20-29,2021-09-29,320.0,3.0,20394,18808,1
20-29,2021-09-30,356.0,1.0,41630,7255,1
20-29,2021-09-30,356.0,1.0,17716,24642,2
20-29,2021-10-01,304.0,0.0,36995,8935,0
20-29,2021-10-01,304.0,0.0,16719,40452,0
20-29,2021-10-02,232.0,0.0,78336,27018,1
20-29,2021-10-02,232.0,0.0,38872,83927,2
20-29,2021-10-03,102.0,1.0,68456,23189,0
20-29,2021-10-03,102.0,1.0,34716,82597,4
20-29,2021-10-04,343.0,1.0,25867,16239,0
20-29,2021-10-04,343.0,1.0,16140,63240,0
20-29,2021-10-05,312.0,0.0,23502,43951,1
20-29,2021-10-05,312.0,0.0,22428,73516,1
20-29,2021-10-06,274.0,0.0,20925,37097,1
20-29,2021-10-06,274.0,0.0,21493,63028,1
20-29,2021-10-07,271.0,1.0,20583,33506,0
20-29,2021-10-07,271.0,1.0,17396,72474,1
20-29,2021-10-08,157.0,1.0,22823,33674,0
20-29,2021-10-08,157.0,1.0,13585,47385,5
20-29,2021-10-09,263.0,1.0,33348,48027,1
20-29,2021-10-09,263.0,1.0,23069,86453,1
20-29,2021-10-10,63.0,0.0,23870,24595,0
20-29,2021-10-10,63.0,0.0,15789,63123,1
20-29,2021-10-11,310.0,1.0,16648,16880,1
20-29,2021-10-11,310.0,1.0,13305,38982,0
20-29,2021-10-12,259.0,3.0,36924,32615,2
20-29,2021-10-12,259.0,3.0,16717,35563,4
20-29,2021-10-13,286.0,0.0,36087,30126,0
20-29,2021-10-13,286.0,0.0,17140,32349,0
20-29,2021-10-14,215.0,0.0,31369,29434,1
20-29,2021-10-14,215.0,0.0,23050,30674,3
20-29,2021-10-15,243.0,0.0,30768,24312,251
20-29,2021-10-15,243.0,0.0,23110,30121,2030
20-29,2021-10-16,188.0,0.0,45697,37354,257
20-29,2021-10-16,188.0,0.0,29217,40767,2465
20-29,2021-10-17,68.0,1.0,32359,32137,157
20-29,2021-10-17,68.0,1.0,20643,33357,1065
20-29,2021-10-18,293.0,0.0,15333,28573,360
20-29,2021-10-18,293.0,0.0,9320,19995,2529
20-29,2021-10-19,257.0,0.0,16126,40746,359
20-29,2021-10-19,257.0,0.0,10693,20951,2504
20-29,2021-10-20,217.0,2.0,14725,35932,381
20-29,2021-10-20,217.0,2.0,10675,21898,2422
20-29,2021-10-21,218.0,1.0,14832,34753,254
20-29,2021-10-21,218.0,1.0,10778,18659,1616
20-29,2021-10-22,209.0,2.0,12069,31491,220
20-29,2021-10-22,209.0,2.0,9300,17667,1508
20-29,2021-10-23,198.0,1.0,31344,59499,88
20-29,2021-10-23,198.0,1.0,17873,30310,643
20-29,2021-10-24,78.0,1.0,25094,54914,38
20-29,2021-10-24,78.0,1.0,12002,27837,247
20-29,2021-10-25,294.0,2.0,9566,26842,115
20-29,2021-10-25,294.0,2.0,6823,16470,638
20-29,2021-10-26,200.0,0.0,9731,23053,126
20-29,2021-10-26,200.0,0.0,6881,19276,629
20-29,2021-10-27,224.0,0.0,10234,19788,142
20-29,2021-10-27,224.0,0.0,6881,18852,560
20-29,2021-10-28,221.0,0.0,10765,18887,166
20-29,2021-10-28,221.0,0.0,8568,16925,707
20-29,2021-10-29,261.0,3.0,10883,19845,217
20-29,2021-10-29,261.0,3.0,8717,15470,934
20-29,2021-10-30,159.0,1.0,11467,25454,102
20-29,2021-10-30,159.0,1.0,8169,21330,474
20-29,2021-10-31,76.0,0.0,9117,22185,44
20-29,2021-10-31,76.0,0.0,5933,17697,195
20-29,2021-11-01,107.0,0.0,4274,8452,29
20-29,2021-11-01,107.0,0.0,2869,6104,142
20-29,2021-11-02,254.0,1.0,5616,12261,88
20-29,2021-11-02,254.0,1.0,3845,8349,337
20-29,2021-11-03,241.0,0.0,7078,15132,160
20-29,2021-11-03,241.0,0.0,5156,11326,624
20-29,2021-11-04,256.0,0.0,8508,14479,155
20-29,2021-11-04,256.0,0.0,6279,15823,690
20-29,2021-11-05,222.0,2.0,9094,14691,117
20-29,2021-11-05,222.0,2.0,7167,15418,580
20-29,2021-11-06,222.0,0.0,15106,24652,148
20-29,2021-11-06,222.0,0.0,11442,24010,532
20-29,2021-11-07,76.0,1.0,13029,21723,74
20-29,2021-11-07,76.0,1.0,9179,21861,350
20-29,2021-11-08,294.0,4.0,8729,15458,107
20-29,2021-11-08,294.0,4.0,6835,13891,461
20-29,2021-11-09,318.0,0.0,9176,20648,159
20-29,2021-11-09,318.0,0.0,6869,10924,700
20-29,2021-11-10,280.0,0.0,9402,21437,297
20-29,2021-11-10,280.0,0.0,7401,10982,1513
20-29,2021-11-11,335.0,2.0,8379,21695,370
20-29,2021-11-11,335.0,2.0,6968,11450,2000
20-29,2021-11-12,253.0,0.0,7932,18570,327
20-29,2021-11-12,253.0,0.0,6583,11469,1524
20-29,2021-11-13,236.0,0.0,11310,27663,270
20-29,2021-11-13,236.0,0.0,9346,15880,887
20-29,2021-11-14,194.0,0.0,11226,23613,133
20-29,2021-11-14,194.0,0.0,8781,15109,546
20-29,2021-11-15,389.0,1.0,10796,16578,83
20-29,2021-11-15,389.0,1.0,9558,11140,421
20-29,2021-11-16,293.0,0.0,14485,16892,328
20-29,2021-11-16,293.0,0.0,12939,12564,441
20-29,2021-11-17,317.0,0.0,14894,16627,143
20-29,2021-11-17,317.0,0.0,13495,12817,498
20-29,2021-11-18,356.0,0.0,14336,15047,373
20-29,2021-11-18,356.0,0.0,13348,12768,777
20-29,2021-11-19,331.0,0.0,14830,13558,236
20-29,2021-11-19,331.0,0.0,13300,11366,712
20-29,2021-11-20,283.0,0.0,19411,25695,104
20-29,2021-11-20,283.0,0.0,17139,17858,288
20-29,2021-11-21,189.0,0.0,16873,24218,64
20-29,2021-11-21,189.0,0.0,13982,13893,190
20-29,2021-11-22,387.0,2.0,12073,11394,179
20-29,2021-11-22,387.0,2.0,10792,8615,388
20-29,2021-11-23,312.0,1.0,12134,12093,538
20-29,2021-11-23,312.0,1.0,11098,9263,401
20-29,2021-11-24,275.0,0.0,10988,10853,760
20-29,2021-11-24,275.0,0.0,10131,8440,620
20-29,2021-11-25,306.0,1.0,10391,10852,470
20-29,2021-11-25,306.0,1.0,9106,8832,662
20-29,2021-11-26,317.0,0.0,8989,9559,1459
20-29,2021-11-26,317.0,0.0,8354,7925,1669
20-29,2021-11-27,268.0,1.0,11491,13763,1514
20-29,2021-11-27,268.0,1.0,10317,10775,2012
20-29,2021-11-28,154.0,1.0,10477,13673,1056
20-29,2021-11-28,154.0,1.0,9203,10546,1402
20-29,2021-11-29,308.0,0.0,8152,8761,2552
20-29,2021-11-29,308.0,0.0,7210,7185,2525
20-29,2021-11-30,319.0,0.0,7743,9057,2684
20-29,2021-11-30,319.0,0.0,6863,7321,3454
20-29,2021-12-01,293.0,0.0,7953,8858,2750
20-29,2021-12-01,293.0,0.0,7419,7231,3270
20-29,2021-12-02,360.0,1.0,9578,9935,3006
20-29,2021-12-02,360.0,1.0,8971,8485,3221
20-29,2021-12-03,356.0,1.0,9524,9771,2603
20-29,2021-12-03,356.0,1.0,9048,8796,2615
20-29,2021-12-04,282.0,0.0,12000,14281,2138
20-29,2021-12-04,282.0,0.0,10899,11795,2355
20-29,2021-12-05,167.0,1.0,10023,13090,1088
20-29,2021-12-05,167.0,1.0,9074,10412,1265
20-29,2021-12-06,352.0,0.0,9412,10363,1695
20-29,2021-12-06,352.0,0.0,8453,9066,1738
20-29,2021-12-07,376.0,0.0,8991,11355,2572
20-29,2021-12-07,376.0,0.0,8269,10500,2339
20-29,2021-12-08,171.0,1.0,7189,10061,887
20-29,2021-12-08,171.0,1.0,6503,9246,1452
20-29,2021-12-09,349.0,2.0,10297,14267,1333
20-29,2021-12-09,349.0,2.0,10301,13583,2302
20-29,2021-12-10,309.0,1.0,17596,20617,1300
20-29,2021-12-10,309.0,1.0,17459,21507,2490
20-29,2021-12-11,323.0,0.0,21603,26844,1155
20-29,2021-12-11,323.0,0.0,21241,26423,2096
20-29,2021-12-12,161.0,0.0,16562,23438,958
20-29,2021-12-12,161.0,0.0,15544,22001,1224
20-29,2021-12-13,361.0,0.0,17783,19095,1806
20-29,2021-12-13,361.0,0.0,17149,18247,1557
20-29,2021-12-14,343.0,4.0,17368,22090,1607
20-29,2021-12-14,343.0,4.0,17088,20302,2060
20-29,2021-12-15,378.0,1.0,15727,20308,1110
20-29,2021-12-15,378.0,1.0,14842,18433,1518
20-29,2021-12-16,416.0,1.0,11186,16084,796
20-29,2021-12-16,416.0,1.0,10507,14668,1129
20-29,2021-12-17,435.0,0.0,10455,15021,714
20-29,2021-12-17,435.0,0.0,10195,13850,1122
20-29,2021-12-18,397.0,1.0,10058,15615,654
20-29,2021-12-18,397.0,1.0,9228,13686,981
20-29,2021-12-19,200.0,0.0,6981,13389,553
20-29,2021-12-19,200.0,0.0,6271,11535,844
20-29,2021-12-20,399.0,1.0,7931,11598,1421
20-29,2021-12-20,399.0,1.0,7362,10790,2071
20-29,2021-12-21,434.0,0.0,7083,11400,2668
20-29,2021-12-21,434.0,0.0,6565,10676,3578
20-29,2021-12-22,432.0,1.0,6013,10535,2719
20-29,2021-12-22,432.0,1.0,5460,9781,3297
20-29,2021-12-23,458.0,0.0,4730,9126,1764
20-29,2021-12-23,458.0,0.0,4301,8243,2262
20-29,2021-12-24,452.0,0.0,1696,3173,552
20-29,2021-12-24,452.0,0.0,1556,3116,724
20-29,2021-12-25,220.0,0.0,401,691,376
20-29,2021-12-25,220.0,0.0,410,671,317
20-29,2021-12-26,234.0,1.0,2338,6169,1041
20-29,2021-12-26,234.0,1.0,2026,5598,1652
20-29,2021-12-27,796.0,1.0,5058,10927,2734
20-29,2021-12-27,796.0,1.0,4822,10521,3274
20-29,2021-12-28,985.0,0.0,5311,11569,2782
20-29,2021-12-28,985.0,0.0,4910,11094,3753
20-29,2021-12-29,1061.0,4.0,4916,10010,2465
20-29,2021-12-29,1061.0,4.0,4586,9391,4169
20-29,2021-12-30,1251.0,1.0,4363,8848,1658
20-29,2021-12-30,1251.0,1.0,4012,8413,3059
20-29,2021-12-31,1141.0,1.0,1395,3374,414
20-29,2021-12-31,1141.0,1.0,1193,3260,826
20-29,2022-01-01,527.0,4.0,209,515,109
20-29,2022-01-01,527.0,4.0,208,501,513
20-29,2022-01-02,802.0,0.0,1132,4182,816
20-29,2022-01-02,802.0,0.0,1114,4194,3590
20-29,2022-01-03,2733.0,0.0,3755,10155,2695
20-29,2022-01-03,2733.0,0.0,3573,10379,7432
20-29,2022-01-04,3898.0,1.0,3871,10697,3422
20-29,2022-01-04,3898.0,1.0,3675,11045,10145
20-29,2022-01-05,5113.0,1.0,4197,10803,6310
20-29,2022-01-05,5113.0,1.0,4102,10714,13233
20-29,2022-01-06,6419.0,1.0,3915,10467,7064
20-29,2022-01-06,6419.0,1.0,3982,10222,14916
20-29,2022-01-07,5951.0,0.0,3792,10270,8488
20-29,2022-01-07,5951.0,0.0,3703,9904,16772
20-29,2022-01-08,6776.0,1.0,3318,9662,8302
20-29,2022-01-08,6776.0,1.0,3196,9326,19751
20-29,2022-01-09,2963.0,0.0,2191,6426,4086
20-29,2022-01-09,2963.0,0.0,2034,5956,13600
20-29,2022-01-10,9741.0,0.0,3810,10021,8408
20-29,2022-01-10,9741.0,0.0,3703,9419,17204
20-29,2022-01-11,9776.0,2.0,3332,8718,8129
20-29,2022-01-11,9776.0,2.0,3206,8566,16114
20-29,2022-01-12,12174.0,1.0,3246,8289,9075
20-29,2022-01-12,12174.0,1.0,3178,7795,14837
20-29,2022-01-13,13237.0,2.0,2996,7659,8682
20-29,2022-01-13,13237.0,2.0,2869,7007,13713
20-29,2022-01-14,13735.0,5.0,2647,6615,8884
20-29,2022-01-14,13735.0,5.0,2551,6224,13983
20-29,2022-01-15,11750.0,0.0,2142,5324,8902
20-29,2022-01-15,11750.0,0.0,2114,4761,17123
20-29,2022-01-16,4808.0,3.0,1429,3622,5259
20-29,2022-01-16,4808.0,3.0,1326,3213,10403
20-29,2022-01-17,15382.0,0.0,2549,5894,8016
20-29,2022-01-17,15382.0,0.0,2444,5558,11619
20-29,2022-01-18,14548.0,6.0,2028,5077,8204
20-29,2022-01-18,14548.0,6.0,1948,4712,10701
20-29,2022-01-19,15270.0,8.0,1800,4812,8517
20-29,2022-01-19,15270.0,8.0,1816,4521,10179
20-29,2022-01-20,14180.0,1.0,1795,4300,7471
20-29,2022-01-20,14180.0,1.0,1617,3869,8687
20-29,2022-01-21,13616.0,1.0,1345,3350,6673
20-29,2022-01-21,13616.0,1.0,1207,3029,7429
20-29,2022-01-22,11237.0,3.0,321,784,3244
20-29,2022-01-22,11237.0,3.0,289,685,3830
30-39,2020-04-27,713.0,13.0,1,0,0
30-39,2020-09-09,1482.0,12.0,1,0,0
30-39,2020-09-09,1482.0,12.0,3,0,0
30-39,2020-09-11,2609.0,9.0,1,0,0
30-39,2020-09-14,1331.0,10.0,1,0,0
30-39,2020-09-14,1331.0,10.0,1,0,0
30-39,2020-09-16,1245.0,7.0,2,0,0
30-39,2020-09-16,1245.0,7.0,1,0,0
30-39,2020-09-17,1440.0,5.0,1,0,0
30-39,2020-09-17,1440.0,5.0,1,0,0
30-39,2020-09-18,1403.0,5.0,2,0,0
30-39,2020-09-19,1188.0,9.0,1,0,0
30-39,2020-09-21,1130.0,9.0,1,0,0
30-39,2020-09-21,1130.0,9.0,1,0,0
30-39,2020-09-23,1349.0,13.0,1,0,0
30-39,2020-09-23,1349.0,13.0,1,0,0
30-39,2020-09-24,1333.0,10.0,1,0,0
30-39,2020-09-25,1222.0,6.0,2,0,0
30-39,2020-09-25,1222.0,6.0,1,0,0
30-39,2020-09-26,1077.0,6.0,2,0,0
30-39,2020-09-26,1077.0,6.0,1,0,0
30-39,2020-09-28,493.0,6.0,1,0,0
30-39,2020-09-28,493.0,6.0,1,0,0
30-39,2020-09-29,585.0,7.0,1,0,0
30-39,2020-09-30,752.0,5.0,1,1,0
30-39,2020-09-30,752.0,5.0,1,2,0
30-39,2020-10-01,644.0,3.0,1,0,0
30-39,2020-10-01,644.0,3.0,1,0,0
30-39,2020-10-02,709.0,6.0,2,0,0
30-39,2020-10-02,709.0,6.0,2,1,0
30-39,2020-10-03,535.0,5.0,3,0,0
30-39,2020-10-03,535.0,5.0,1,0,0
30-39,2020-10-05,550.0,5.0,1,0,0
30-39,2020-10-05,550.0,5.0,1,1,0
30-39,2020-10-06,568.0,3.0,3,0,0
30-39,2020-10-06,568.0,3.0,3,1,0
30-39,2020-10-07,632.0,9.0,3,2,0
30-39,2020-10-07,632.0,9.0,3,1,0
30-39,2020-10-08,725.0,4.0,1,1,0
30-39,2020-10-08,725.0,4.0,2,0,0
30-39,2020-10-09,792.0,6.0,1,3,0
30-39,2020-10-09,792.0,6.0,1,1,0
30-39,2020-10-10,517.0,7.0,2,0,0
30-39,2020-10-10,517.0,7.0,3,0,0
30-39,2020-10-12,778.0,3.0,3,0,0
30-39,2020-10-12,778.0,3.0,0,2,0
30-39,2020-10-13,760.0,9.0,0,1,0
30-39,2020-10-13,760.0,9.0,4,0,0
30-39,2020-10-14,696.0,5.0,1,1,0
30-39,2020-10-14,696.0,5.0,0,1,0
30-39,2020-10-15,680.0,6.0,1,2,0
30-39,2020-10-15,680.0,6.0,1,0,0
30-39,2020-10-16,807.0,9.0,0,1,0
30-39,2020-10-16,807.0,9.0,1,0,0
30-39,2020-10-17,449.0,4.0,2,4,0
30-39,2020-10-17,449.0,4.0,3,1,0
30-39,2020-10-18,271.0,6.0,2,0,0
30-39,2020-10-19,558.0,4.0,1,1,0
30-39,2020-10-19,558.0,4.0,4,1,0
30-39,2020-10-20,583.0,5.0,3,1,0
30-39,2020-10-20,583.0,5.0,5,0,0
30-39,2020-10-21,608.0,4.0,3,1,0
30-39,2020-10-21,608.0,4.0,5,1,0
30-39,2020-10-22,555.0,8.0,2,1,0
30-39,2020-10-22,555.0,8.0,1,0,0
30-39,2020-10-23,502.0,5.0,0,2,0
30-39,2020-10-23,502.0,5.0,1,2,0
30-39,2020-10-24,397.0,6.0,5,3,0
30-39,2020-10-24,397.0,6.0,4,1,0
30-39,2020-10-26,483.0,4.0,4,1,0
30-39,2020-10-26,483.0,4.0,2,0,0
30-39,2020-10-27,493.0,2.0,4,3,0
30-39,2020-10-27,493.0,2.0,1,3,0
30-39,2020-10-28,382.0,5.0,2,3,0
30-39,2020-10-28,382.0,5.0,0,1,0
30-39,2020-10-29,474.0,1.0,0,1,0
30-39,2020-10-29,474.0,1.0,0,3,0
30-39,2020-10-30,453.0,8.0,0,1,0
30-39,2020-10-30,453.0,8.0,1,2,0
30-39,2020-10-31,387.0,1.0,1,2,0
30-39,2020-10-31,387.0,1.0,2,2,0
30-39,2020-11-02,435.0,4.0,0,2,0
30-39,2020-11-03,430.0,8.0,1,0,0
30-39,2020-11-03,430.0,8.0,0,3,0
30-39,2020-11-04,455.0,4.0,0,1,0
30-39,2020-11-04,455.0,4.0,1,0,0
30-39,2020-11-05,445.0,2.0,0,2,0
30-39,2020-11-07,286.0,4.0,0,1,0
30-39,2020-11-07,286.0,4.0,1,3,0
30-39,2020-11-08,186.0,3.0,0,2,0
30-39,2020-11-09,390.0,4.0,0,1,0
30-39,2020-11-09,390.0,4.0,0,3,0
30-39,2020-11-10,371.0,2.0,1,3,0
30-39,2020-11-10,371.0,2.0,0,5,0
30-39,2020-11-11,389.0,5.0,1,3,0
30-39,2020-11-11,389.0,5.0,0,4,0
30-39,2020-11-12,404.0,7.0,2,2,0
30-39,2020-11-12,404.0,7.0,1,1,0
30-39,2020-11-13,428.0,5.0,1,0,0
30-39,2020-11-13,428.0,5.0,0,4,0
30-39,2020-11-14,264.0,4.0,1,3,0
30-39,2020-11-14,264.0,4.0,1,5,0
30-39,2020-11-16,308.0,3.0,1,4,0
30-39,2020-11-16,308.0,3.0,0,3,0
30-39,2020-11-17,368.0,3.0,1,2,0
30-39,2020-11-17,368.0,3.0,1,1,0
30-39,2020-11-18,322.0,5.0,0,3,0
30-39,2020-11-18,322.0,5.0,1,0,0
30-39,2020-11-19,380.0,6.0,0,1,0
30-39,2020-11-19,380.0,6.0,1,0,0
30-39,2020-11-20,395.0,1.0,3,0,0
30-39,2020-11-20,395.0,1.0,1,1,0
30-39,2020-11-21,271.0,3.0,2,1,0
30-39,2020-11-21,271.0,3.0,1,1,0
30-39,2020-11-23,320.0,2.0,1,0,0
30-39,2020-11-23,320.0,2.0,1,0,0
30-39,2020-11-25,354.0,4.0,1,1,0
30-39,2020-11-25,354.0,4.0,3,0,0
30-39,2020-11-26,340.0,2.0,1,0,0
30-39,2020-11-26,340.0,2.0,3,0,0
30-39,2020-11-27,417.0,6.0,2,1,0
30-39,2020-11-27,417.0,6.0,1,0,0
30-39,2020-11-28,240.0,3.0,2,1,0
30-39,2020-11-28,240.0,3.0,0,2,0
30-39,2020-11-30,359.0,7.0,2,0,0
30-39,2020-12-01,323.0,4.0,2,0,0
30-39,2020-12-01,323.0,4.0,1,1,0
30-39,2020-12-02,280.0,3.0,5,0,0
30-39,2020-12-02,280.0,3.0,3,0,0
30-39,2020-12-03,331.0,8.0,1,2,0
30-39,2020-12-03,331.0,8.0,2,1,0
30-39,2020-12-05,271.0,0.0,0,1,0
30-39,2020-12-05,271.0,0.0,1,1,0
30-39,2020-12-07,289.0,4.0,2,1,0
30-39,2020-12-09,360.0,4.0,2,0,0
30-39,2020-12-09,360.0,4.0,4,1,0
30-39,2020-12-10,305.0,3.0,1,0,0
30-39,2020-12-10,305.0,3.0,3,1,0
30-39,2020-12-11,346.0,6.0,2,1,0
30-39,2020-12-11,346.0,6.0,2,0,0
30-39,2020-12-15,390.0,6.0,1,0,0
30-39,2020-12-16,347.0,3.0,1,0,0
30-39,2020-12-17,405.0,5.0,0,3,0
30-39,2020-12-17,405.0,5.0,0,4,0
30-39,2020-12-18,349.0,3.0,1,2,0
30-39,2020-12-18,349.0,3.0,3,2,0
30-39,2020-12-19,276.0,2.0,1,6,0
30-39,2020-12-19,276.0,2.0,1,1,0
30-39,2020-12-21,377.0,7.0,0,2,0
30-39,2020-12-21,377.0,7.0,0,2,0
30-39,2020-12-22,338.0,3.0,0,2,0
30-39,2020-12-22,338.0,3.0,0,1,0
30-39,2020-12-23,327.0,7.0,1,2,0
30-39,2020-12-23,327.0,7.0,0,2,0
30-39,2020-12-26,320.0,2.0,1,2,0
30-39,2020-12-26,320.0,2.0,1,4,0
30-39,2020-12-28,395.0,5.0,0,3,0
30-39,2020-12-29,477.0,2.0,2,0,0
30-39,2020-12-30,660.0,6.0,0,2,0
30-39,2020-12-30,660.0,6.0,0,3,0
30-39,2021-01-02,357.0,6.0,0,3,0
30-39,2021-01-02,357.0,6.0,0,5,0
